locality,proprety_type,price,bedrooms,equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface,surface_plot,facades,state,swimming_pool,commune_code
7041 Givry,4,60000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,173.0,310.0,2.0,1,0.0,7041
6800 Bras,4,60000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,200.0,154.0,4.0,0,0.0,6800
4020 LIEGE Wandre,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,76.0,55.0,2.0,1,0.0,4020
6940 Durbuy,3,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,140.0,1190.0,4.0,4,0.0,6940
4000 Lige,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,2,0.0,4000
4800 Verviers,4,60000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,135.0,92.0,2.0,4,0.0,4800
5621 Hanzinelle,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,0.0,5621
7350 Hainin,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,80.0,350.0,3.0,1,0.0,7350
8400 Oostende,4,60000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,89.0,91.0,2.0,4,0.0,8400
5550 Membre,1,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,2.0,5,0.0,5550
6000 Charleroi,0,60000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,2,0.0,6000
5600 MERLEMONT,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.0,2.0,4,0.0,5600
7370 ELOUGES,4,60000,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,130.0,90.0,2.0,1,0.0,7370
4710 Lontzen,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,4710
6791 Athus,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,2.0,4,0.0,6791
1731 Zellik,1,60000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,1731
7700 Mouscron,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,2.0,4,0.0,7700
6000 Charleroi,1,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6000
4020 Bressoux,1,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,2.0,4,0.0,4020
5580 Jemelle,4,60000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,5580
5600 Merlemont,4,60000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,110.0,3.0,4,0.0,5600
7340 Wasmes,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7340
6042 Lodelinsart,4,60000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,3.0,1,0.0,6042
7000 Mons,4,60000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7000
7012 Mons,4,60000,2.0,2,0.0,0.0,0.0,0.0,1.0,40.0,0.0,95.0,2.0,4,0.0,7012
7390 Quaregnon,1,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,2.0,5,0.0,7390
8370 Blankenberge,1,60000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,0.0,8370
7333 Tertre,4,60000,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7333
7033 Mons,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,2.0,2,0.0,7033
6001 Charleroi,4,60000,2.0,2,0.0,0.0,0.0,0.0,1.0,93.0,0.0,168.0,1.0,4,0.0,6001
6061 Montignies-sur-Sambre,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6061
4800 Verviers,4,60000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,130.0,110.0,2.0,1,0.0,4800
8370 Blankenberge,1,60000,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2.0,4,0.0,8370
7141 Morlanwelz,4,60000,2.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,495.0,3.0,1,0.0,7141
7970 Beloeil,4,60000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,2.0,1,0.0,7970
1300 Wavre,1,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,2,0.0,1300
7160 Chapelle-lez-Herlaimont,4,60000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,3.0,1,0.0,7160
7900 Leuze-En-Hainaut,4,60000,3.0,0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,110.0,3.0,0,0.0,7900
6900 Waha,1,60000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,0.0,6900
6560 Erquelinnes,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,1,0.0,6560
7140 Morlanwelz,4,60000,2.0,4,0.0,0.0,1.0,10.0,0.0,0.0,75.0,140.0,2.0,1,0.0,7140
7530 Gaurain-Ramecroix,4,60000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,3.0,1,0.0,7530
6590 Momignies,4,60000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,3.0,1,0.0,6590
7380 Quivrain,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,2.0,1,0.0,7380
7390 Quaregnon,4,60000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,2.0,4,0.0,7390
6001 Marcinelle,4,60000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,3.0,1,0.0,6001
6590 Momignies,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,2.0,4,0.0,6590
7340 Colfontaine,4,60000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,105.0,220.0,2.0,1,0.0,7340
7340 WASMES,4,60000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7340
4470 Saint-Georges-sur-Meuse,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,4470
7370 Dour,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,2.0,0,0.0,7370
7012 Jemappes,4,60000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7012
7301 Hornu,4,61000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,2.0,1,0.0,7301
4840 Welkenraedt,4,61793,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,4840
7000 Mons,0,62000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7000
5030 Gembloux,1,62000,1.0,2,0.0,0.0,1.0,5.0,0.0,0.0,43.0,0.0,2.0,4,0.0,5030
8620 Nieuwpoort,4,62000,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,4.0,5,0.0,8620
5550 MEMBRE-SUR-SEMOIS,1,62000,1.0,4,1.0,0.0,1.0,12.0,0.0,0.0,36.0,0.0,2.0,4,0.0,5550
4030 Lige,4,62000,1.0,2,0.0,0.0,0.0,0.0,1.0,1.0,83.0,200.0,3.0,1,0.0,4030
2275 Wechelderzande,3,62000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.0,4.0,4,0.0,2275
4020 Bressoux,4,62500,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,2.0,2,0.0,4020
6110 Montigny-le-Tilleul,4,62500,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6110
6997 AMONINES,3,62500,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,48.0,212.0,4.0,4,0.0,6997
7000 Mons,4,62500,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,2.0,1,0.0,7000
7390 Quaregnon,4,63000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,80.0,130.0,2.0,1,0.0,7390
4000 Lige,0,63500,1.0,2,0.0,0.0,1.0,17.0,0.0,0.0,22.0,0.0,2.0,4,0.0,4000
7340 WASMES,4,64000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,2.0,4,0.0,7340
6670 Limerl,4,64500,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,4.0,1,0.0,6670
7170 LA HESTRE,4,64999,2.0,4,0.0,0.0,1.0,35.0,1.0,150.0,77.0,240.0,2.0,2,0.0,7170
4020 Lige,1,65000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,4,0.0,4020
7370 Dour,4,65000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,189.0,265.0,3.0,1,0.0,7370
5000 Namur,0,65000,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,2,0.0,5000
4684 Oupeye,4,65000,4.0,2,0.0,0.0,1.0,18.0,1.0,4.0,163.0,20.0,2.0,1,0.0,4684
7080 La Bouverie,4,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,140.0,2.0,1,0.0,7080
7370 Elouges,4,65000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,93.0,243.0,2.0,1,0.0,7370
7390 Quaregnon,4,65000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,99.0,273.0,2.0,1,0.0,7390
4020 Lige,0,65000,2.0,0,0.0,0.0,1.0,8.0,0.0,0.0,33.0,0.0,2.0,4,0.0,4020
6030 Marchienne-au-Pont,1,65000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,3.0,1,0.0,6030
4020 Bressoux,4,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,103.0,215.0,2.0,2,0.0,4020
8400 Oostende,4,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8400
6040 Jumet,4,65000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,184.0,2.0,1,0.0,6040
7370 Elouges,4,65000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,179.0,260.0,3.0,1,0.0,7370
7370 Wihries,4,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,167.0,320.0,2.0,1,0.0,7370
7390 Quaregnon,4,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,175.0,160.0,2.0,1,0.0,7390
4030 Lige Grivegne,4,65000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,2.0,5,0.0,4030
7370 WIHRIES,4,65000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,68.0,351.0,2.0,1,0.0,7370
7090 Braine-le-Comte,0,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,1,0.0,7090
2660 Hoboken,1,65000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,2.0,4,0.0,2660
2170 Merksem,4,65000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,93.0,40.0,2.0,1,0.0,2170
4032 LIEGE Chne,4,65000,2.0,2,0.0,0.0,0.0,0.0,1.0,54.0,88.0,98.0,2.0,1,0.0,4032
8953 Wijtschate,4,65000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,2.0,4,0.0,8953
6111 Landelies,4,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,133.0,410.0,2.0,4,0.0,6111
2180 Ekeren,4,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,2.0,1,0.0,2180
4101 Seraing Jemeppesur-Meuse,4,65000,1.0,0,0.0,0.0,1.0,5.0,0.0,0.0,40.0,90.0,3.0,0,0.0,4101
6042 lodelinsart,4,65000,3.0,0,0.0,0.0,0.0,0.0,1.0,1.0,140.0,550.0,3.0,1,0.0,6042
5100 Jambes,4,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,3.0,4,0.0,5100
8670 Oostduinkerke,3,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,4.0,4,0.0,8670
6042 Lodelinsart,4,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,3.0,4,0.0,6042
4031 ANGLEUR,4,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,62.0,25.0,2.0,0,0.0,4031
8420 De Haan,1,65000,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8420
5640 Mettet,4,65000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,340.0,2.0,4,0.0,5640
8200 Sint-andries,4,65000,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5,0.0,8200
7390 Quaregnon,4,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,2.0,1,0.0,7390
4170 Comblain-au-Pont,4,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,2.0,1,0.0,4170
6030 Marchienne-au-Pont,4,65000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6030
6180 Courcelles,4,65000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,2.0,4,0.0,6180
5550 MEMBRE-SUR-SEMOIS,1,65000,2.0,4,1.0,0.0,1.0,22.0,0.0,0.0,35.0,0.0,2.0,5,0.0,5550
6060 Gilly,1,65000,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0,4,0.0,6060
7080 Frameries,4,65000,2.0,2,0.0,0.0,0.0,0.0,1.0,81.0,126.0,140.0,2.0,1,0.0,7080
6990 NY,1,65000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,4,0.0,6990
9500 Geraardsbergen,4,65000,1.0,2,0.0,0.0,1.0,18.0,0.0,0.0,18.0,160.0,4.0,4,0.0,9500
4800 Verviers,1,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,2.0,4,0.0,4800
4420 Saint-Nicolas,4,65000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,4,0.0,4420
7080 Frameries,4,65000,2.0,4,0.0,0.0,1.0,30.0,0.0,0.0,45.0,0.0,2.0,2,0.0,7080
6820 Muno,4,65000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,2.0,1,0.0,6820
6250 Roselies,4,65000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,195.0,125.0,4.0,4,0.0,6250
7340 PATURAGES,4,65000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,2.0,4,0.0,7340
7370 Dour,4,65000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,7370
6044 Roux,4,65000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,90.0,160.0,2.0,1,0.0,6044
4257 Berloz,4,65000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,4257
6840 Neufchteau,4,65000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2155.0,2.0,4,0.0,6840
6060 Charleroi,4,65000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6060
6690 Vielsalm,4,65500,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,62.0,184.0,2.0,1,0.0,6690
5030 Gembloux,4,67000,1.0,4,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,5,0.0,5030
5621 Hanzinne,4,67000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,5621
6990 Hotton,1,67000,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,2.0,4,0.0,6990
6000 Charleroi,1,67000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6000
4920 Aywaille,3,67500,2.0,0,0.0,0.0,0.0,0.0,1.0,150.0,75.0,345.0,4.0,1,0.0,4920
8420 De Haan,1,67500,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,5,0.0,8420
6001 Charleroi Marcinelle,1,67500,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,2.0,2,0.0,6001
2018 Antwerp,0,67500,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,4,0.0,2018
7020 Nimy,4,67500,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,7020
5350 Ohey Evelette,4,67600,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,5350
8850 Ardooie,4,67678,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8850
8970 Poperinge,4,67715,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8970
1357 Hlcine,4,68000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,1357
7950 Chivres,4,68000,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,240.0,2.0,1,0.0,7950
3620 Lanaken,4,68000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,4.0,4,0.0,3620
9500 Geraardsbergen,4,68000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,1,0.0,9500
7618 Rumes,4,68000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,81.0,171.0,3.0,1,0.0,7618
7340 Colfontaine,4,68000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,7340
8420 De Haan,1,68000,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8420
6220 Fleurus,4,68000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,4,0.0,6220
4020 Lige,1,69000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,4,0.0,4020
8420 De Haan,1,69000,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,4,0.0,8420
6250 AISEAU,4,69000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,80.0,330.0,2.0,4,0.0,6250
6030 Marchienne-au-Pont,1,69000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,3.0,1,0.0,6030
6200 Chatelet,1,69000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,4,0.0,6200
7110 La Louvire Strpy-Bracquegnies,4,69000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,122.0,2.0,1,0.0,7110
5060 VELAINE-SUR-SAMBRE,3,69000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,37.0,479.0,4.0,4,0.0,5060
6800 Libramont-Chevigny,1,69000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,2,0.0,6800
6042 Charleroi Lodelinsart,4,69000,2.0,2,0.0,0.0,1.0,13.0,0.0,0.0,71.0,13.0,2.0,1,0.0,6042
6061 Charleroi,4,69000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,2,0.0,6061
6061 Montignies-sur-Sambre,1,69000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,2.0,2,0.0,6061
7140 Morlanwelz,4,69000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,2.0,4,0.0,7140
4610 Beyne-Heusay,4,69000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,4610
7500 Tournai,4,69000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,70.0,80.0,2.0,1,0.0,7500
8430 Middelkerke,0,69000,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,2,0.0,8430
2382 Poppel,4,69000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,45.0,317.0,4.0,4,0.0,2382
4800 Ensival,4,69000,5.0,0,0.0,0.0,1.0,9.0,0.0,0.0,182.0,0.0,2.0,1,0.0,4800
4100 Seraing,4,69000,2.0,2,0.0,0.0,1.0,45.0,1.0,493.0,90.0,0.0,2.0,0,0.0,4100
6041 Charleroi,4,69000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,2.0,1,0.0,6041
4280 Hannut,4,69000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,4280
5670 OLLOY-SUR-VIROIN,4,69000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,2.0,4,0.0,5670
7170 LA HESTRE,4,69000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,2.0,4,0.0,7170
6060 Gilly Charleroi,4,69000,2.0,2,0.0,0.0,0.0,0.0,1.0,24.0,66.0,0.0,2.0,4,0.0,6060
6000 Charleroi,1,69000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6000
1770 Liedekerke,4,69900,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,1770
6001 Charleroi,4,69900,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,1,0.0,6001
5540 Hastiere,3,69900,1.0,2,0.0,0.0,0.0,0.0,1.0,197.0,42.0,239.0,4.0,5,0.0,5540
4420 Saint-Nicolas,4,69900,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,1,0.0,4420
6150 Anderlues,4,69999,2.0,4,0.0,0.0,1.0,38.0,1.0,130.0,107.0,275.0,3.0,1,0.0,6150
6000 Charleroi,1,69999,1.0,2,0.0,0.0,1.0,6.0,0.0,0.0,60.0,0.0,4.0,4,0.0,6000
6200 Chtelet,4,70000,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,2.0,1,0.0,6200
7340 Wasmes,4,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,289.0,250.0,2.0,2,0.0,7340
7134 Epinois,4,70000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,73.0,3.0,1,0.0,7134
4430 Ans,4,70000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,350.0,2.0,1,0.0,4430
7080 Frameries,4,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,68.0,91.0,3.0,2,0.0,7080
7134 LEVAL-TRAHEGNIES,4,70000,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,397.0,2.0,1,0.0,7134
7300 Boussu,4,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,91.0,172.0,2.0,2,0.0,7300
7340 PATURAGES,4,70000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,2.0,4,0.0,7340
4800 Verviers,4,70000,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,2.0,4,0.0,4800
7370 Elouges,4,70000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,102.0,340.0,3.0,1,0.0,7370
6200 Hainaut,1,70000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,2.0,2,0.0,6200
3700 Tongeren,4,70000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,133.0,149.0,2.0,2,0.0,3700
3665 As,4,70000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,130.0,134.0,2.0,2,0.0,3665
7130 Binche,4,70000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,132.0,50.0,2.0,1,0.0,7130
7390 Quaregnon,4,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,135.0,200.0,3.0,4,0.0,7390
7320 Bernissart,4,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,124.0,172.0,3.0,1,0.0,7320
9100 Sint-Niklaas,4,70000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,173.0,327.0,2.0,4,0.0,9100
7861 Wannebecq,4,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,3.0,2,0.0,7861
8200 Brugge,0,70000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,4,0.0,8200
8420 Klemskerke,1,70000,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,0.0,8420
4020 Jupille-sur-Meuse,1,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,2.0,4,0.0,4020
3680 Neeroeteren,4,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.0,4.0,4,0.0,3680
7951 Tongre-notre-Dame,4,70000,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,3.0,1,0.0,7951
5555 Bivre Graide,4,70000,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,94.0,53.0,2.0,4,0.0,5555
6040 Jumet,4,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,6040
6040 Jumet,4,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,2.0,4,0.0,6040
5377 NOISEUX,4,70000,2.0,4,1.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,4.0,4,0.0,5377
7080 Frameries,4,70000,2.0,2,0.0,0.0,0.0,0.0,1.0,1.0,118.0,0.0,2.0,0,0.0,7080
8420 De Haan,1,70000,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,2.0,4,0.0,8420
7141 Carnires,4,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,7141
6000 Charleroi,4,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,56.0,16.0,3.0,4,0.0,6000
6041 Charleroi Gosselies,4,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,3.0,1,0.0,6041
6042 Charleroi,4,70000,2.0,2,0.0,0.0,1.0,16.0,1.0,259.0,85.0,324.0,2.0,1,0.0,6042
4801 Verviers,4,70000,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,4801
6140 Fontaine lEvque,4,70000,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,160.0,110.0,2.0,4,0.0,6140
8650 Houthulst,4,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4,0.0,8650
5620 Florennes,4,70000,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,2.0,4,0.0,5620
7900 Leuze-En-Hainaut,4,70000,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,124.0,220.0,2.0,1,0.0,7900
